# Метеостанция Тырныауз, Россия, WMO_ID=37206, выборка с 20.11.2013 по 31.12.2021, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=37206&lang=ru
#
"Местное время в Тырныаузе";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.12.2021 15:00";"8.1";"653.2";"";"";"30";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.4";"";"";"";"";"";"";
"14.12.2021 12:00";"7.1";"653.7";"";"";"32";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.5";"";"";"";"";"";"";
"14.12.2021 09:00";"6.8";"654.3";"";"";"29";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.1";"";"";"";"";"";"";
"14.12.2021 06:00";"8.7";"654.1";"";"";"26";"Ветер, дующий с юга";"7";"";"";"";" ";"";"";"6.8";"";"";"";"";"";"";"";"-10.1";"Осадков нет";"12";"";"";"";"";
"14.12.2021 03:00";"10.6";"654.0";"";"";"24";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.0";"";"";"";"";"";"";
"14.12.2021 00:00";"9.0";"654.4";"";"";"28";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.7";"";"";"";"";"";"";
"13.12.2021 21:00";"8.0";"655.0";"";"";"33";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"13.12.2021 18:00";"7.4";"655.3";"";"";"39";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"8.8";"";"";"";"";"";"";"-5.9";"Осадков нет";"12";"";"";"";"";
"13.12.2021 15:00";"3.7";"655.4";"";"";"51";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.7";"";"";"";"";"";"";
"13.12.2021 12:00";"8.0";"655.6";"";"";"33";"Ветер, дующий с юго-юго-запада";"2";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"13.12.2021 09:00";"8.0";"656.5";"";"";"30";"Ветер, дующий с юга";"5";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.8";"";"";"";"";"";"";
"13.12.2021 06:00";"5.7";"656.8";"";"";"31";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"1.7";"";"";"";"";"";"";"";"-10.4";"Осадков нет";"12";"";"";"";"";
"13.12.2021 03:00";"5.0";"657.6";"";"";"29";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.5";"";"";"";"";"";"";
"13.12.2021 00:00";"3.7";"657.8";"";"";"36";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.3";"";"";"";"";"";"";
"12.12.2021 21:00";"5.1";"658.2";"";"";"33";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.9";"";"";"";"";"";"";
"12.12.2021 18:00";"1.7";"658.1";"";"";"61";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"8.2";"";"";"";"";"";"";"-5.1";"Осадков нет";"12";"";"";"";"";
"12.12.2021 15:00";"6.1";"657.2";"";"";"45";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.1";"";"";"";"";"";"";
"12.12.2021 12:00";"6.8";"657.4";"";"";"33";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.6";"";"";"";"";"";"";
"12.12.2021 09:00";"4.8";"658.9";"";"";"35";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.5";"";"";"";"";"";"";
"12.12.2021 06:00";"4.3";"658.6";"";"";"37";"Ветер, дующий с юга";"6";"";"10";"";" ";"";"";"3.2";"";"";"";"";"";"";"";"-9.1";"Осадков нет";"12";"";"";"";"";
"12.12.2021 03:00";"4.0";"658.5";"";"";"42";"Ветер, дующий с юга";"6";"10";"10";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.8";"";"";"";"";"";"";
"12.12.2021 00:00";"3.9";"658.6";"";"";"44";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"11.12.2021 21:00";"4.6";"658.2";"";"";"43";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.0";"";"";"";"";"";"";
"11.12.2021 18:00";"5.8";"657.4";"";"";"42";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"9.2";"";"";"";"";"";"";"-6.4";"Осадков нет";"12";"";"";"";"";
"11.12.2021 15:00";"8.2";"656.2";"";"";"33";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.4";"";"";"";"";"";"";
"11.12.2021 12:00";"5.4";"655.6";"";"";"36";"Ветер, дующий с юго-юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.6";"";"";"";"";"";"";
"11.12.2021 09:00";"4.0";"656.2";"";"";"36";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.7";"";"";"";"";"";"";
"11.12.2021 06:00";"2.6";"655.9";"";"";"39";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"-0.2";"";"";"";"";"";"";"";"-10.1";"Осадков нет";"12";"";"";"";"";
"11.12.2021 03:00";"1.6";"656.3";"";"";"39";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.9";"";"";"";"";"";"";
"11.12.2021 00:00";"1.1";"656.8";"";"";"48";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.7";"";"";"";"";"";"";
"10.12.2021 21:00";"0.7";"657.2";"";"";"66";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"10.12.2021 18:00";"1.5";"657.3";"";"";"83";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"Осадков нет";"12";"";"";"";"";
"10.12.2021 15:00";"1.9";"656.2";"";"";"86";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"10.12.2021 12:00";"1.2";"656.2";"";"";"79";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"10.12.2021 09:00";"0.7";"656.8";"";"";"84";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"0.3";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"10.12.2021 06:00";"1.1";"656.0";"";"";"85";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"1.2";"";"";"";"";"";"";"";"-1.2";"Осадков нет";"12";"";"";"";"";
"10.12.2021 03:00";"2.4";"655.3";"";"";"76";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"10.12.2021 00:00";"2.2";"655.1";"";"";"87";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"09.12.2021 21:00";"3.7";"654.1";"";"";"82";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"09.12.2021 18:00";"3.5";"653.3";"";"";"82";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"7.8";"";"";"";"";"";"";"0.7";"Осадков нет";"12";"";"";"";"";
"09.12.2021 15:00";"6.4";"651.8";"";"";"70";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"09.12.2021 12:00";"6.9";"651.3";"";"";"67";"Ветер, дующий с юго-юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"09.12.2021 09:00";"6.4";"651.1";"";"";"68";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"09.12.2021 06:00";"5.0";"650.1";"";"";"83";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"5.1";"";"";"";"";"";"";"";"2.4";"Осадков нет";"12";"";"";"";"";
"09.12.2021 03:00";"6.9";"649.2";"";"";"70";"Ветер, дующий с юго-юго-востока";"3";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"09.12.2021 00:00";"7.5";"648.9";"";"";"64";"Ветер, дующий с юго-юго-востока";"4";"";"18";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"08.12.2021 21:00";"7.7";"648.4";"";"";"62";"Ветер, дующий с юга";"7";"15";"21";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"08.12.2021 18:00";"9.8";"648.3";"";"";"46";"Ветер, дующий с юга";"12";"17";"24";"";" ";"";"";"";"15.7";"";"";"";"";"";"";"-1.5";"Осадков нет";"12";"";"";"";"";
"08.12.2021 15:00";"12.8";"648.0";"";"";"28";"Ветер, дующий с юга";"8";"16";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"08.12.2021 12:00";"12.5";"648.4";"";"";"24";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.4";"";"";"";"";"";"";
"08.12.2021 09:00";"5.8";"649.1";"";"";"31";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.3";"";"";"";"";"";"";
"08.12.2021 06:00";"6.7";"649.4";"";"";"30";"Ветер, дующий с юга";"3";"";"12";"";" ";"";"";"0.1";"";"";"";"";"";"";"";"-9.8";"Осадков нет";"12";"";"";"";"";
"08.12.2021 03:00";"13.4";"649.3";"";"";"14";"Ветер, дующий с юга";"7";"11";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.0";"";"";"";"";"";"";
"08.12.2021 00:00";"5.0";"649.5";"";"";"38";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.3";"";"";"";"";"";"";
"07.12.2021 21:00";"1.4";"650.8";"";"";"54";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.9";"";"";"";"";"";"";
"07.12.2021 18:00";"2.9";"652.2";"";"";"58";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"5.1";"";"";"";"";"";"";"-4.7";"Осадков нет";"12";"";"";"";"";
"07.12.2021 15:00";"4.3";"652.4";"";"";"52";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.8";"";"";"";"";"";"";
"07.12.2021 12:00";"1.9";"653.4";"";"";"61";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"07.12.2021 09:00";"0.9";"654.9";"";"";"64";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"-0.8";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"07.12.2021 06:00";"1.4";"654.9";"";"";"60";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"1.0";"";"";"";"";"";"";"";"-5.6";"Осадков нет";"12";"";"";"";"";
"07.12.2021 03:00";"1.9";"655.0";"";"";"61";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"07.12.2021 00:00";"3.3";"654.7";"";"";"58";"Ветер, дующий с юго-юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.3";"";"";"";"";"";"";
"06.12.2021 21:00";"2.3";"655.4";"";"";"63";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.0";"";"";"";"";"";"";
"06.12.2021 18:00";"3.3";"654.8";"";"";"59";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"8.0";"";"";"";"";"";"";"-4.1";"Осадков нет";"12";"";"";"";"";
"06.12.2021 15:00";"7.3";"653.7";"";"";"40";"Ветер, дующий с северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.5";"";"";"";"";"";"";
"06.12.2021 12:00";"3.1";"653.3";"";"";"53";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.7";"";"";"";"";"";"";
"06.12.2021 09:00";"3.9";"653.8";"";"";"45";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.1";"";"";"";"";"";"";
"06.12.2021 06:00";"2.9";"653.2";"";"";"53";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"0.4";"";"";"";"";"";"";"";"-5.9";"Осадков нет";"12";"";"";"";"";
"06.12.2021 03:00";"0.8";"652.8";"";"";"68";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.6";"";"";"";"";"";"";
"06.12.2021 00:00";"2.8";"652.0";"";"";"58";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.8";"";"";"";"";"";"";
"05.12.2021 21:00";"2.6";"651.1";"";"";"52";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.5";"";"";"";"";"";"";
"05.12.2021 18:00";"5.3";"650.3";"";"";"35";"Ветер, дующий с северо-северо-востока";"1";"";"";"";" ";"";"";"";"12.1";"";"";"";"";"";"";"-9.1";"Осадков нет";"12";"";"";"";"";
"05.12.2021 15:00";"10.1";"648.8";"";"";"22";"Ветер, дующий с северо-востока";"2";"";"20";"";" ";"";"";"";"";"";"";"";"";"";"";"-10.5";"";"";"";"";"";"";
"05.12.2021 12:00";"11.2";"648.3";"";"";"27";"Ветер, дующий с юго-юго-востока";"9";"20";"22";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.3";"";"";"";"";"";"";
"05.12.2021 09:00";"10.4";"648.8";"";"";"26";"Ветер, дующий с юга";"9";"18";"20";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.4";"";"";"";"";"";"";
"05.12.2021 06:00";"11.3";"647.9";"";"";"13";"Ветер, дующий с юго-юго-востока";"7";"13";"14";"";" ";"";"";"-1.0";"";"";"";"";"";"";"";"-15.8";"Осадков нет";"12";"";"";"";"";
"05.12.2021 03:00";"12.0";"648.1";"";"";"12";"Ветер, дующий с юга";"6";"11";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"-16.5";"";"";"";"";"";"";
"05.12.2021 00:00";"10.9";"648.9";"";"";"13";"Ветер, дующий с юга";"5";"";"14";"";" ";"";"";"";"";"";"";"";"";"";"";"-16.4";"";"";"";"";"";"";
"04.12.2021 21:00";"0.1";"649.9";"";"";"61";"Ветер, дующий с востоко-северо-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.7";"";"";"";"";"";"";
"04.12.2021 18:00";"1.2";"650.9";"";"";"55";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"4.2";"";"";"";"";"";"";"-6.9";"Осадков нет";"12";"";"";"";"";
"04.12.2021 15:00";"2.4";"651.6";"";"";"50";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.2";"";"";"";"";"";"";
"04.12.2021 12:00";"1.9";"652.5";"";"";"46";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.5";"";"";"";"";"";"";
"04.12.2021 09:00";"1.9";"654.1";"";"";"40";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"1.7";"";"";"";"";"";"";"";"-10.4";"";"";"";"";"";"";
"04.12.2021 06:00";"3.7";"653.8";"";"";"31";"Ветер, дующий с юга";"4";"";"12";"";" ";"";"";"3.9";"";"";"";"";"";"";"";"-12.2";"Осадков нет";"12";"";"";"";"";
"04.12.2021 03:00";"6.5";"653.9";"";"";"22";"Ветер, дующий с юго-юго-востока";"6";"10";"17";"";" ";"";"";"";"";"";"";"";"";"";"";"-14.0";"";"";"";"";"";"";
"04.12.2021 00:00";"8.6";"653.5";"";"";"17";"Ветер, дующий с юга";"8";"15";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"-15.4";"";"";"";"";"";"";
"03.12.2021 21:00";"8.6";"652.7";"";"";"19";"Ветер, дующий с юга";"6";"12";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"-13.7";"";"";"";"";"";"";
"03.12.2021 18:00";"9.3";"652.5";"";"";"19";"Ветер, дующий с юга";"5";"12";"15";"";" ";"";"";"";"10.3";"";"";"";"";"";"";"-13.1";"Осадков нет";"12";"";"";"";"";
"03.12.2021 15:00";"1.8";"651.8";"";"";"61";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"03.12.2021 12:00";"2.1";"652.4";"";"";"56";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.9";"";"";"";"";"";"";
"03.12.2021 09:00";"0.1";"653.2";"";"";"58";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.2";"";"";"";"";"";"";
"03.12.2021 06:00";"-1.0";"652.8";"";"";"60";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"-3.1";"";"";"";"";"";"";"";"-7.8";"Осадков нет";"12";"";"";"";"";
"03.12.2021 03:00";"-1.2";"652.9";"";"";"57";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-8.8";"";"";"";"";"";"";
"03.12.2021 00:00";"-1.3";"653.1";"";"";"55";"Ветер, дующий с юга";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-9.2";"";"";"";"";"";"";
"02.12.2021 21:00";"-2.0";"652.9";"";"";"74";"Ветер, дующий с юго-юго-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.0";"";"";"";"";"";"";
"02.12.2021 18:00";"-1.3";"652.9";"";"";"85";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"0.5";"";"";"";"";"";"";"-3.5";"Осадков нет";"12";"";"";"";"";
"02.12.2021 15:00";"-0.4";"651.7";"";"";"76";"Ветер, дующий с северо-северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.2";"";"";"";"";"";"";
"02.12.2021 12:00";"-0.1";"650.8";"";"";"67";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.5";"";"";"";"";"";"";
"02.12.2021 09:00";"-1.4";"649.7";"";"";"75";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"02.12.2021 06:00";"-1.4";"647.5";"";"";"71";"Ветер, дующий с севера";"2";"";"20";"";" ";"";"";"-1.8";"";"";"";"";"";"";"";"-6.0";"Осадков нет";"12";"";"";"";"";
"02.12.2021 03:00";"2.9";"645.3";"";"";"31";"Ветер, дующий с юго-юго-востока";"7";"15";"19";"";" ";"";"";"";"";"";"";"";"";"";"";"-12.7";"";"";"";"";"";"";
"02.12.2021 00:00";"3.0";"644.9";"";"";"33";"Ветер, дующий с юга";"9";"19";"20";"";" ";"";"";"";"";"";"";"";"";"";"";"-11.7";"";"";"";"";"";"";
"01.12.2021 21:00";"-0.9";"645.1";"";"";"89";"Ветер, дующий с северо-запада";"2";"";"12";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.5";"";"";"";"";"";"";
"01.12.2021 18:00";"3.4";"643.8";"";"";"45";"Ветер, дующий с востоко-юго-востока";"5";"12";"16";"";" ";"";"";"";"4.9";"";"";"";"";"";"";"-7.5";"Осадков нет";"12";"";"";"";"";
"01.12.2021 15:00";"4.3";"643.6";"";"";"43";"Ветер, дующий с юга";"4";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.4";"";"";"";"";"";"";
"01.12.2021 12:00";"4.9";"643.4";"";"";"45";"Ветер, дующий с юго-юго-запада";"3";"";"13";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.1";"";"";"";"";"";"";
"01.12.2021 09:00";"4.4";"643.6";"";"";"62";"Ветер, дующий с юга";"4";"";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.4";"";"";"";"";"";"";
"01.12.2021 06:00";"4.0";"640.6";"";"";"85";"Ветер, дующий с юго-юго-востока";"2";"";"14";"";" ";"";"";"3.9";"";"";"";"";"";"";"";"1.6";"Осадков нет";"12";"";"";"";"";
"30.11.2021 21:00";"5.8";"639.7";"";"";"94";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"30.11.2021 18:00";"6.1";"644.2";"";"";"95";"Ветер, дующий с юго-юго-востока";"1";"";"";"";" ";"";"";"";"13.2";"";"";"";"";"";"";"5.4";"0.3";"12";"";"";"";"";
"30.11.2021 15:00";"6.6";"645.7";"";"";"94";"Ветер, дующий с северо-северо-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"30.11.2021 12:00";"9.7";"646.8";"";"";"74";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"30.11.2021 09:00";"10.7";"648.2";"";"";"64";"Ветер, дующий с юга";"5";"";"17";"";" ";"";"";"10.3";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"30.11.2021 06:00";"13.1";"648.2";"";"";"52";"Ветер, дующий с юга";"9";"16";"25";"";" ";"";"";"12.5";"";"";"";"";"";"";"";"3.4";"Осадков нет";"12";"";"";"";"";
"30.11.2021 03:00";"16.8";"647.4";"";"";"33";"Ветер, дующий с юго-юго-востока";"6";"11";"22";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"30.11.2021 00:00";"18.2";"647.9";"";"";"26";"Ветер, дующий с юго-юго-востока";"7";"14";"23";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"29.11.2021 21:00";"17.5";"649.9";"";"";"28";"Ветер, дующий с юга";"8";"15";"19";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.4";"";"";"";"";"";"";
"29.11.2021 18:00";"14.7";"651.1";"";"";"27";"Ветер, дующий с юга";"5";"12";"16";"";" ";"";"";"";"16.0";"";"";"";"";"";"";"-4.3";"Осадков нет";"12";"";"";"";"";
"29.11.2021 15:00";"15.8";"651.0";"";"";"21";"Ветер, дующий с юга";"7";"16";"16";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.4";"";"";"";"";"";"";
"29.11.2021 12:00";"15.1";"651.0";"";"";"20";"Ветер, дующий с юго-юго-востока";"6";"13";"15";"";" ";"";"";"";"";"";"";"";"";"";"";"-7.8";"";"";"";"";"";"";
"29.11.2021 09:00";"2.5";"652.3";"";"";"89";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"0.9";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"29.11.2021 06:00";"2.4";"652.1";"";"";"87";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"2.3";"";"";"";"";"";"";"";"0.4";"Осадков нет";"12";"";"";"";"";
"29.11.2021 03:00";"7.5";"651.7";"";"";"68";"Ветер, дующий с юга";"3";"";"11";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"29.11.2021 00:00";"3.4";"651.2";"";"";"70";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"28.11.2021 21:00";"3.3";"650.8";"";"";"70";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"28.11.2021 18:00";"4.4";"651.1";"";"";"65";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"7.9";"";"";"";"";"";"";"-1.6";"Осадков нет";"12";"";"";"";"";
"28.11.2021 15:00";"6.4";"650.2";"";"";"59";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"28.11.2021 12:00";"7.4";"651.2";"";"";"52";"Ветер, дующий с северо-северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"";"";"";"";"";"";
"28.11.2021 09:00";"5.1";"652.4";"";"";"49";"Ветер, дующий с юга";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"28.11.2021 06:00";"2.0";"652.4";"";"";"64";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"1.0";"";"";"";"";"";"";"";"-4.1";"Осадков нет";"12";"";"";"";"";
